pygame 2.1.2 (SDL 2.0.16, Python 3.10.1)
Hello from the pygame community. https://www.pygame.org/contribute.html
         22504898 function calls (22498220 primitive calls) in 20.993 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3992    0.001    0.000    0.001    0.000 {built-in method _operator.truth}
        1    0.000    0.000    0.000    0.000 {built-in method _posixsubprocess.fork_exec}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       91    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      609    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      463    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      306    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       35    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      538    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1386    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
      104    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       66    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
  479/475    0.005    0.000    0.024    0.000 {built-in method builtins.__build_class__}
   350/19    0.000    0.000    0.209    0.011 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      217    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      120    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      316    0.014    0.000    0.014    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       11    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    502/1    0.001    0.000   20.994   20.994 {built-in method builtins.exec}
     5855    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
      380    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     8345    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    20915    0.003    0.000    0.003    0.000 {built-in method builtins.isinstance}
      627    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
    16441    0.003    0.000    0.003    0.000 {built-in method builtins.iter}
19135/18187    0.003    0.000    0.003    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     8558    0.002    0.000    0.002    0.000 {built-in method builtins.max}
    10623    0.003    0.000    0.003    0.000 {built-in method builtins.min}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     1896    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       85    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1954    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       17    0.000    0.000    0.021    0.001 {built-in method builtins.sorted}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      556    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      242    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      185    0.045    0.000    0.045    0.000 {built-in method io.open_code}
        6    0.001    0.000    0.001    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      185    0.011    0.000    0.011    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
     4098    0.022    0.000    0.022    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      817    0.004    0.000    0.019    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     3524    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       89    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      141    0.027    0.000    0.027    0.000 {built-in method posix.listdir}
       36    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       28    0.000    0.000    0.000    0.000 {built-in method posix.read}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1517    0.063    0.000    0.063    0.000 {built-in method posix.stat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.045    0.045    0.047    0.047 {built-in method pygame.base.init}
        1    0.015    0.015    0.015    0.015 {built-in method pygame.base.quit}
     1996    1.094    0.001    1.094    0.001 {built-in method pygame.display.flip}
     1996    0.028    0.000    0.028    0.000 {built-in method pygame.display.set_caption}
        1    0.033    0.033    0.036    0.036 {built-in method pygame.display.set_mode}
     1996    0.030    0.000    0.030    0.000 {built-in method pygame.draw.line}
     1997    0.035    0.000    0.035    0.000 {built-in method pygame.event.get}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.font.init}
       16    0.007    0.000    0.007    0.000 {built-in method pygame.image.load}
     4079    0.018    0.000    0.018    0.000 {built-in method pygame.key.get_pressed}
     4624    0.023    0.000    0.023    0.000 {built-in method pygame.mask.from_surface}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
      254    0.000    0.000    0.000    0.000 {built-in method pygame.time.get_ticks}
     4006    0.023    0.000    0.023    0.000 {built-in method pygame.transform.rotate}
    44119    0.187    0.000    0.187    0.000 {built-in method pygame.transform.scale}
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
       37    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       57    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe5b8b19bd0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fe5b8ae7370}
     2633    0.001    0.000    0.001    0.000 {method '__contains__' of 'dict' objects}
       57    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      188    0.035    0.000    0.035    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     1373    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      471    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      168    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    17928    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
  2557035    4.381    0.000    4.381    0.000 {method 'blit' of 'pygame.Surface' objects}
     1996    0.050    0.000    0.053    0.000 {method 'blits' of 'pygame.Surface' objects}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
    12921    0.002    0.000    0.002    0.000 {method 'colliderect' of 'pygame.Rect' objects}
       16    0.001    0.000    0.001    0.000 {method 'convert_alpha' of 'pygame.Surface' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       16    0.000    0.000    0.000    0.000 {method 'distance_to' of 'pygame.math.Vector2' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     3319    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      283    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
    10617    0.402    0.000    0.402    0.000 {method 'fill' of 'pygame.Surface' objects}
     1108    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
     1030    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     6466    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      174    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     1996    0.001    0.000    0.001    0.000 {method 'get_fps' of 'Clock' objects}
    10089    0.007    0.000    0.007    0.000 {method 'get_rect' of 'pygame.Surface' objects}
    39498    0.010    0.000    0.010    0.000 {method 'get_size' of 'pygame.Surface' objects}
     2155    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       49    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
    11333    0.001    0.000    0.001    0.000 {method 'isalnum' of 'str' objects}
      120    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1562    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     1031    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       41    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
4502/4498    0.002    0.000    0.007    0.000 {method 'join' of 'str' objects}
     5357    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
    12864    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      889    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      247    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
  2548422    0.290    0.000    0.290    0.000 {method 'move' of 'pygame.Rect' objects}
       13    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
  6414458    0.969    0.000    0.969    0.000 {method 'overlap' of 'pygame.mask.Mask' objects}
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       26    0.012    0.000    0.012    0.000 {method 'poll' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      273    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
      186    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      815    0.009    0.000    0.009    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       40    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      233    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
     2882    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     4114    0.002    0.000    0.002    0.000 {method 'rotate' of 'pygame.math.Vector2' objects}
     1709    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     6028    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      570    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
    38136    0.010    0.000    0.010    0.000 {method 'set_alpha' of 'pygame.Surface' objects}
     4006    0.006    0.000    0.006    0.000 {method 'set_colorkey' of 'pygame.Surface' objects}
      264    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      380    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
     2248    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     6101    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
     1365    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      112    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
     1997    5.688    0.003    5.688    0.003 {method 'tick' of 'Clock' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       50    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
     2872    0.003    0.000    0.003    0.000 {method 'update' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      438    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}


