pygame 2.1.2 (SDL 2.0.16, Python 3.10.1)
Hello from the pygame community. https://www.pygame.org/contribute.html
         22504898 function calls (22498220 primitive calls) in 20.993 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.048    0.048 loop.py:1(<module>)
        1    0.026    0.026   20.493   20.493 loop.py:42(run)
        1    0.000    0.000    0.015    0.015 loop.py:61(quit)
     1997    0.013    0.000    0.064    0.000 loop.py:65(event_handling)
        1    0.000    0.000    0.000    0.000 loop.py:7(Loop)
       44    0.000    0.000    0.016    0.000 loop.py:74(keypress_handler)
        1    0.000    0.000    0.046    0.046 loop.py:8(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000   20.994   20.994 main.py:1(<module>)
       44    0.000    0.000    0.016    0.000 main.py:118(reset)
        2    0.000    0.000    0.000    0.000 main.py:124(respawn)
        1    0.000    0.000    0.000    0.000 main.py:16(Main)
        1    0.000    0.000    0.049    0.049 main.py:17(__init__)
        1    0.000    0.000    0.010    0.010 main.py:37(load_data)
        2    0.000    0.000    0.002    0.001 main.py:46(load_img_to_dict)
        1    0.000    0.000    0.000    0.000 main.py:55(<dictcomp>)
        1    0.000    0.000    0.000    0.000 main.py:57(<listcomp>)
        1    0.000    0.000    0.000    0.000 main.py:58(<dictcomp>)
        1    0.000    0.000    0.001    0.001 main.py:60(load_img_to_list)
        1    0.000    0.000    0.000    0.000 main.py:63(<listcomp>)
        1    0.002    0.002    0.014    0.014 main.py:66(new)
     1996    0.007    0.000    6.670    0.003 main.py:92(update)
     1996    1.089    0.001    6.951    0.003 main.py:99(draw)
        1    0.000    0.000    0.000    0.000 map.py:1(<module>)
        1    0.000    0.000    0.000    0.000 map.py:13(load_map)
        1    0.000    0.000    0.000    0.000 map.py:20(Screen)
        2    0.002    0.001    0.002    0.001 map.py:21(__init__)
        1    0.000    0.000    0.000    0.000 map.py:4(Map)
        1    0.000    0.000    0.000    0.000 map.py:5(__init__)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:71(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 menu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 menu.py:9(Menu)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.019    0.019 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
       52    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
       52    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       52    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.004    0.004 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       13    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       21    0.000    0.000    0.000    0.000 os.py:754(encode)
        3    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 os.py:804(fsencode)
        1    0.000    0.000    0.016    0.016 overrides.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
      316    0.001    0.000    0.021    0.000 overrides.py:183(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
      286    0.001    0.000    0.003    0.000 overrides.py:89(verify_matching_signatures)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.009    0.009 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1444(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1451(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:538(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:920(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:930(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:943(Path)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pkgdata.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pkgdata.py:47(getResource)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 pkgutil.py:269(ImpLoader)
       54    0.000    0.000    0.000    0.000 pkgutil.py:407(get_importer)
        1    0.000    0.000    0.003    0.003 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1093(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
       34    0.000    0.000    0.000    0.000 platform.py:812(uname)
       17    0.000    0.000    0.000    0.000 platform.py:901(system)
       17    0.000    0.000    0.000    0.000 platform.py:938(machine)
        1    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        1    0.000    0.000    0.001    0.001 player.py:1(<module>)
     1362    0.009    0.000    0.063    0.000 player.py:108(up)
      360    0.000    0.000    0.000    0.000 player.py:123(left)
      263    0.000    0.000    0.000    0.000 player.py:126(right)
      150    0.000    0.000    0.001    0.000 player.py:129(down)
        4    0.000    0.000    0.000    0.000 player.py:132(_configure_controls)
     1362    0.009    0.000    0.051    0.000 player.py:140(_exhaust)
      150    0.000    0.000    0.001    0.000 player.py:149(_shoot)
     3992    0.002    0.000    0.005    0.000 player.py:154(_if_explode)
     3992    0.005    0.000    0.020    0.000 player.py:158(_hit_by_projectile)
        2    0.000    0.000    0.000    0.000 player.py:167(_get_reset_point)
        2    0.000    0.000    0.000    0.000 player.py:182(kill)
     1362    0.001    0.000    0.001    0.000 player.py:186(_use_fuel)
     3992    0.002    0.000    0.002    0.000 player.py:189(_refuel)
     3992    0.013    0.000    0.062    0.000 player.py:193(rotate_img)
     3992    0.041    0.000    2.514    0.001 player.py:35(update)
        1    0.000    0.000    0.000    0.000 player.py:4(Player)
        4    0.000    0.000    0.000    0.000 player.py:5(__init__)
     3992    0.003    0.000    0.003    0.000 player.py:55(_apply_gravity)
     3992    0.004    0.000    0.005    0.000 player.py:59(_select_texture)
     3992    0.004    0.000    0.004    0.000 player.py:66(_check_landed)
     3992    0.537    0.000    2.271    0.001 player.py:70(_impact)
     3992    0.001    0.000    0.001    0.000 player.py:86(<listcomp>)
        1    0.000    0.000    0.002    0.002 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:68(UID)
        2    0.000    0.000    0.004    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
       18    0.000    0.000    0.000    0.000 posixpath.py:100(split)
     1117    0.001    0.000    0.002    0.000 posixpath.py:117(splitext)
      103    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
      158    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       19    0.000    0.000    0.000    0.000 posixpath.py:337(normpath)
        8    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        8    0.000    0.000    0.000    0.000 posixpath.py:391(realpath)
      9/8    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
     1642    0.000    0.000    0.001    0.000 posixpath.py:41(_get_sep)
        7    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       69    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
     1293    0.001    0.000    0.002    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.014    0.014 pyparsing.py:1(<module>)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.001    0.000 pyparsing.py:1047(extract_stack)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       41    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
       26    0.000    0.000    0.011    0.000 pyparsing.py:2779(__init__)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
       12    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
       33    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
       61    0.000    0.000    0.001    0.000 pyparsing.py:3292(<listcomp>)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
    77/62    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
    23/10    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
  112/108    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
      4/3    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
      2/1    0.000    0.000    0.000    0.000 pyparsing.py:3939(parseImpl)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
      6/5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
       29    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
      6/2    0.000    0.000    0.000    0.000 pyparsing.py:4183(streamline)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       28    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
